particles,area,area_convex,axis_major_length,axis_minor_length,bbox-0,bbox-1,bbox-2,bbox-3,centroid-0,centroid-1,ECD,orientation,perimeter,largest_dimension,smallest_dim_area,Aspect Ratio,area_ratio,intermetallic,orientation_deg
79,0.012396694214876033,0.014462809917355372,0.17407765595569782,0.0857099128710967,1656.0,12107.0,1659.0,12110.0,1657.1666666666667,12108.0,0.12563423617139471,0.9272952180016122,0.28214121732666125,0.128564869306645,0.09642365197998375,2.0310096011589893,0.8571428571428571,2.0,36.86989764584402
80,6.285123966942149,14.688016528925619,8.81829727765308,2.332813849885662,1664.0,1384.0,1832.0,1462.0,1744.2679158448389,1423.309993425378,2.8288634428465227,-0.3146149551438561,24.18057521770592,7.950388524213795,0.7905429964586137,3.780111849938344,0.4279082852721902,1.0,71.97389089855933
81,0.02066115702479339,0.024793388429752067,0.16762808104168886,0.16262312563634831,1666.0,12041.0,1670.0,12045.0,1667.4,12042.3,0.16219310146843374,-0.46364760900080687,0.4201200312326947,0.14373989364401726,0.14373989364401724,1.0307764064044154,0.8333333333333334,2.0,63.43494882292197
82,0.09710743801652892,0.10537190082644628,0.5361341624926299,0.24376356184454115,1670.0,11574.0,1682.0,11580.0,1676.4255319148936,11576.08510638298,0.3516262649043204,0.34547842258468436,1.177249769845985,0.5320318141236193,0.18252186323948982,2.1994023981096342,0.9215686274509803,2.0,70.20554447306044
83,2.0557851239669422,2.4049586776859506,2.423211147000025,1.236866801956229,1683.0,1512.0,1723.0,1562.0,1699.9768844221105,1531.3366834170854,1.6178711059021325,-1.0224215697907568,6.573189684330293,2.423200533683971,0.848375978541714,1.959152871729982,0.8548109965635738,2.0,31.419559167849286
84,0.1384297520661157,0.16115702479338842,0.8624319186693672,0.21503847222227127,1686.0,12108.0,1703.0,12117.0,1693.2985074626865,12112.268656716418,0.4198264337776536,0.364271549523803,1.7447625595841016,0.8131156281817418,0.17024608465055216,4.010593591726821,0.8589743589743591,2.0,69.12877761559534
85,59.138429752066116,174.55165289256198,30.753249056937126,7.8827153891647015,1706.0,1397.0,1944.0,2039.0,1831.7219369038885,1819.5140271809385,8.677406719399123,-1.4960036152309666,136.26600575724353,29.29509309319298,2.0187145186375104,3.9013522039891786,0.3388018891374596,1.0,4.285306710952497
86,4.911157024793388,16.56611570247934,8.552695992821176,2.7144330394567944,1733.0,1287.0,1904.0,1381.0,1844.4228018510728,1336.5477492637779,2.5006157910344466,-0.30459336292888817,24.250487000563847,7.9488291148772765,0.6178465977588464,3.1508222411456943,0.29645796956847087,1.0,72.54808583647817
87,37.86776859504132,176.6818181818182,41.89110059209269,6.055107722112368,1741.0,905.0,2526.0,1310.0,2114.26031209079,1100.7542012221738,6.94368349264905,-0.3785373343170459,123.73965622164278,39.966127186832225,0.9474965742369389,6.918308065620785,0.21432747854152534,1.0,68.3114083555006
88,0.022727272727272728,0.028925619834710745,0.2857046662625002,0.11596687743770312,1762.0,12042.0,1768.0,12045.0,1765.0,12042.818181818182,0.17010955993225252,0.22823963650185705,0.4012921420339177,0.23177361425421747,0.09805806756909202,2.463674736917698,0.7857142857142857,2.0,76.92283211084354
89,1.5557851239669422,1.6363636363636365,1.6285232983720042,1.2347870298403592,1763.0,1464.0,1795.0,1499.0,1778.4674634794158,1479.7622841965472,1.4074399251639156,-0.9895647191801736,4.82842712474619,1.6121952591789273,0.9650103578392148,1.3188697799834759,0.9507575757575758,2.0,33.30211803592754
90,0.35537190082644626,0.40702479338842973,1.4314849513304388,0.3423864200256549,1856.0,11438.0,1889.0,11446.0,1869.8081395348838,11441.994186046511,0.6726615473029017,0.10338435817323785,3.374942606433144,1.4721940673365133,0.2413893037005532,4.180904579168701,0.8730964467005076,2.0,84.07651260900464
91,0.08884297520661157,0.14049586776859505,0.5577176618730513,0.2872256264096979,1861.0,1471.0,1872.0,1480.0,1865.3255813953488,1474.5813953488373,0.33633077365145087,-0.6369423842479316,1.423350386317489,0.5300865358950273,0.16760089002563364,1.9417406059636344,0.6323529411764706,2.0,53.50588958959355
92,1.8760330578512396,2.8264462809917354,4.534851564841489,0.7051610805066554,1865.0,1328.0,1924.0,1428.0,1903.410792951542,1371.089207048458,1.5455223959835158,-0.9934223810176722,11.686711260832944,5.215401539971826,0.35971018596995197,6.430944205802192,0.6637426900584795,2.0,33.081090293850195
93,0.7004132231404959,1.0289256198347108,2.7988345192316144,0.42007399791083877,1876.0,1556.0,1898.0,1606.0,1886.1386430678467,1577.8318584070796,0.9443483538175375,-1.2667263357175014,5.902123503998902,2.3163986011347104,0.3023716310299064,6.662717838169242,0.6807228915662651,2.0,17.42192716531534
94,0.23140495867768596,0.26859504132231404,1.02481927455099,0.30326574644560034,1894.0,11442.0,1915.0,11450.0,1904.8214285714287,11445.07142857143,0.5428019383128951,0.10816041327038854,2.225934670385324,0.9270944570168699,0.24960235381223425,3.3792780311073534,0.8615384615384616,2.0,83.80286480921596
95,78.93595041322314,397.94628099173553,47.59080062006513,9.00366553722624,1901.0,7375.0,2597.0,8194.0,2306.906818479257,7696.78918989661,10.025186959222737,-0.8558664192698294,193.98715059905965,41.113630081913186,1.9199460192630582,5.285713959864221,0.19835830659481013,1.0,40.96246634886458
96,0.33264462809917356,0.41115702479338845,1.5188835636699365,0.3248318085820235,1911.0,6008.0,1943.0,6018.0,1927.9068322981366,6012.459627329193,0.6507966616690571,0.16921876492403048,3.221366258413127,1.4352412185315404,0.23176914361442125,4.675907726833354,0.8090452261306532,2.0,80.30447895543664
97,0.03305785123966942,0.05165289256198347,0.5134659417556239,0.11494446828465327,1918.0,11390.0,1928.0,11394.0,1922.25,11391.25,0.20515984856282046,0.3283508310597171,0.6912321264175704,0.4312196809320517,0.07666127661014253,4.467078315452775,0.64,2.0,71.1868831806651
98,0.23553719008264462,0.2871900826446281,0.7273624915161249,0.44454332189964246,1919.0,1309.0,1930.0,1326.0,1924.1666666666667,1316.7368421052631,0.5476269393200319,1.1719945930067859,2.255791681725887,0.7938295089351354,0.29671004596264083,1.6362015931494074,0.8201438848920863,2.0,22.849656208558542
99,0.07024793388429752,0.09917355371900827,0.6201831795983,0.16663330484181696,1945.0,1381.0,1953.0,1394.0,1948.764705882353,1387.6176470588234,0.2990693019308882,-0.9987616496563153,1.087955856479291,0.6098367211363063,0.11519138065908008,3.7218440826522206,0.7083333333333334,2.0,32.775172735169384
100,0.024793388429752067,0.030991735537190084,0.25011282413606173,0.14729284497749096,1956.0,1371.0,1960.0,1376.0,1957.8333333333333,1373.0833333333333,0.1776736406919709,-1.2158738065111543,0.4467466874884632,0.20327890704543544,0.12196734422726126,1.6980649954468838,0.8,2.0,20.33556246640478
101,0.05991735537190083,0.08677685950413223,0.4957370906734543,0.1812687264357091,1961.0,1359.0,1969.0,1369.0,1964.448275862069,1363.5172413793102,0.27620489907938633,-0.9892986684176144,1.0503000780817369,0.5182615568632445,0.1156121934541084,2.7348186332035507,0.6904761904761905,2.0,33.31736162175843
102,0.04132231404958678,0.05165289256198347,0.33061973258270705,0.1879326783731158,1970.0,1353.0,1976.0,1359.0,1972.35,1355.05,0.22937568382001458,-0.8122180490608558,0.7288879048151244,0.2910511017014931,0.14197614717146007,1.7592455737064776,0.8,2.0,43.46333374446333
103,0.024793388429752067,0.028925619834710745,0.27470432930370464,0.11666222644798094,1975.0,1344.0,1978.0,1350.0,1976.1666666666667,1346.6666666666667,0.1776736406919709,-1.2148728903404424,0.43733274288907464,0.2447802185061138,0.10128836627839193,2.3546981543867056,0.8571428571428571,2.0,20.392910738632978
104,5.506198347107438,7.9772727272727275,9.182025035650527,0.9215018407672471,1976.0,1193.0,2093.0,1347.0,2029.0915572232645,1261.182363977486,2.6477744384090913,-0.9111413581954604,19.602587547136007,8.555241011235777,0.6436052870837926,9.964196086689883,0.6902356902356902,2.0,37.79544563558254
105,0.01859504132231405,0.024793388429752067,0.2326536217560669,0.1503301596135567,1990.0,10655.0,1994.0,10660.0,1991.111111111111,10657.0,0.15386988642211535,-0.9708438078037794,0.4655745766872403,0.18741389207353001,0.09921911933304532,1.547617739209041,0.75,2.0,34.37474724643338
106,0.16115702479338842,0.18388429752066116,0.6232984504547953,0.3371897410671157,1999.0,6024.0,2012.0,6033.0,2004.974358974359,6027.679487179487,0.4529806804697163,0.3214401256097518,1.5519152556241342,0.5909090909090909,0.2727272727272727,1.8485095319988731,0.8764044943820224,2.0,71.58283743640618
107,0.026859504132231406,0.028925619834710745,0.20791704541704206,0.16724840200141813,2037.0,6036.0,2042.0,6040.0,2039.3076923076924,6037.538461538462,0.18492858841491905,-0.19739555984988066,0.48440246588601726,0.18741389207353001,0.1433165057032877,1.2431631210161225,0.9285714285714286,2.0,78.6900675259798
108,0.3347107438016529,0.378099173553719,1.0809785925136288,0.4199441512522462,2072.0,6042.0,2095.0,6054.0,2081.382716049383,6048.067901234568,0.6528146406568899,0.3062869426521689,2.6382559345610277,1.0493996709650177,0.31895449661600916,2.574100840052709,0.8852459016393442,2.0,72.45105086606524
109,0.014462809917355372,0.02066115702479339,0.20455892933002973,0.11609025155412805,2104.0,10267.0,2108.0,10270.0,2105.4285714285716,10268.0,0.13570048457822378,0.8091897150359401,0.2461006164715043,0.16388869433927222,0.08824775849037737,1.7620681029763503,0.7,2.0,43.63684450304686
110,528.055785123967,6215.309917355372,190.05921511146195,43.73516526475618,2106.0,5109.0,5215.0,7400.0,3874.3839282570166,5967.039639406994,25.929548924846507,-0.5591757486152663,1040.416846328665,156.8078389211057,3.367534357702909,4.3456841642398105,0.08496049145505134,1.0,57.96158959827695
111,0.22727272727272727,0.2665289256198347,1.0361563299636833,0.28772326469569415,2197.0,8229.0,2205.0,8252.0,2200.3727272727274,8238.872727272726,0.5379336611548361,1.4121841838214628,2.279187982896861,1.0163945352271773,0.22360679774997894,3.601225403373472,0.8527131782945736,2.0,9.087806371903355
112,0.10743801652892562,0.13636363636363635,0.4309964004456938,0.35945598455484673,2207.0,10383.0,2216.0,10392.0,2211.326923076923,10387.0,0.3698571768298381,-0.35513386460330154,1.3058146391526295,0.45454545454545453,0.2363636363636364,1.1990241335929999,0.787878787878788,2.0,69.6523283960604
113,0.08471074380165289,0.11363636363636363,0.8542237803743475,0.13844592630448263,2210.0,8276.0,2217.0,8292.0,2212.951219512195,8283.682926829268,0.3284159997201621,1.2890322763720987,1.4704201093144318,0.7186994682200862,0.11786671278809413,6.170089674546743,0.7454545454545455,2.0,16.143890907737642
114,0.3347107438016529,0.3677685950413223,1.3064360430037856,0.3383138471339549,2231.0,8331.0,2239.0,8362.0,2235.0185185185187,8343.888888888889,0.6528146406568899,1.4383662322781383,2.834056472950795,1.3757041773110505,0.2433013938039194,3.86160972739169,0.9101123595505618,2.0,7.587685496328831
115,0.8822314049586777,1.2231404958677685,3.685929784100924,0.36272564545539604,2263.0,8435.0,2282.0,8511.0,2270.777517564403,8465.859484777518,1.0598546656974481,1.3998650098121992,7.668390066556586,3.485803558188699,0.2530926916079874,10.16175677204544,0.7212837837837839,2.0,9.79364304972141
116,1.2520661157024793,2.1404958677685952,8.069504281883775,0.3080649334362945,2299.0,8560.0,2338.0,8705.0,2314.440594059406,8619.89108910891,1.2626084472770442,1.3246739919000614,14.310153476857401,6.746900114647081,0.1855765009747699,26.194166898104577,0.5849420849420849,2.0,14.101771033379478
117,19.045454545454547,34.421487603305785,7.256507678935472,5.51160729117461,2300.0,11975.0,2443.0,12168.0,2357.353547407247,12072.171837708831,4.924370606963776,1.2024342774730272,32.756995257121005,9.336788518259945,2.039829274081487,1.3165864865871089,0.5533013205282113,2.0,21.105590758932976
118,0.010330578512396695,0.010330578512396695,0.14083575804390605,0.08131156281817417,2330.0,10401.0,2333.0,10403.0,2331.2,10401.4,0.11468784191000729,0.3217505543966422,0.2366866718721158,0.10163945352271772,0.10163945352271771,1.732050807568877,1.0,2.0,71.56505117707799
119,0.014462809917355372,0.01652892561983471,0.2106698277857587,0.08301581526113767,2332.0,10666.0,2336.0,10669.0,2333.714285714286,10666.714285714286,0.13570048457822378,0.5213609391842685,0.3370097073805952,0.16388869433927222,0.08824775849037737,2.5377071480062896,0.875,2.0,60.12821858176463
120,4.365702479338843,21.84090909090909,19.6077808550026,1.221774939335673,2336.0,8707.0,2428.0,9082.0,2387.773308092759,8936.524372929483,2.357665166481992,1.373836860731734,39.240843481697034,17.128102662771678,0.25488535217784497,16.048602916723862,0.19988648188440072,1.0,11.284946140569389
121,0.0743801652892562,0.08057851239669421,0.4916301472392979,0.1984781203753125,2346.0,10749.0,2354.0,10758.0,2349.1111111111113,10753.388888888889,0.3077397728442307,0.7285379508062061,1.087955856479291,0.48318844603339317,0.1539361420991341,2.4769992093317343,0.9230769230769231,2.0,48.2578502036948
122,0.07851239669421488,0.09710743801652892,0.7387642140191999,0.14064940088318847,2356.0,11939.0,2362.0,11953.0,2358.6315789473683,11945.421052631578,0.31617256083191125,1.3037514693003684,1.3214121732666124,0.6331085580538236,0.12401095467033658,5.252523006711953,0.8085106382978724,2.0,15.300543275108978
123,0.014462809917355372,0.02066115702479339,0.23591590987787583,0.08007175403372001,2446.0,10305.0,2450.0,10309.0,2447.4285714285716,10306.285714285714,0.13570048457822378,0.8679725021047618,0.28214121732666125,0.1928473039599675,0.0749961737622096,2.946306256492475,0.7,2.0,40.26883889598718
124,0.026859504132231406,0.0371900826446281,0.23506871231089105,0.18101537155761113,2491.0,10239.0,2496.0,10244.0,2492.769230769231,10240.76923076923,0.18492858841491905,0.671346849257477,0.5204430667411742,0.20327890704543544,0.13213128957953302,1.2986118818979777,0.7222222222222222,2.0,51.534658948141086
125,18.43388429752066,32.47727272727273,17.667263319891443,2.3034909554040293,2538.0,814.0,2895.0,948.0,2660.289172831204,884.1647612642905,4.844662057427316,0.28128748624222394,41.078961671697606,16.717697358149465,1.1026568972152493,7.66977759493422,0.5675933583561295,2.0,73.88341420847635
126,22.06611570247934,34.78099173553719,14.80341256670934,2.699482450218268,2572.0,5732.0,2684.0,6015.0,2624.825936329588,5864.638014981273,5.300514230817442,-1.3420384373487368,35.26696344303038,13.387810540726223,1.6482243780903074,5.4837965571928065,0.6344303195913034,2.0,13.10686159558523
127,233.77892561983472,999.5227272727273,50.37522860901465,30.590105274392876,2581.0,10884.0,3536.0,11837.0,3046.6360551131693,11331.84096191747,17.25272653306931,-0.5632908590302667,223.58471058568864,51.28298172762611,4.558606339652403,1.646781799446241,0.23389055520299978,1.0,57.72581113926711
128,7.140495867768595,8.601239669421487,6.721179584151485,1.4888138349991493,2585.0,662.0,2625.0,799.0,2604.0321180555557,733.1866319444445,3.0152216681134734,-1.4891475235725147,15.111399704037835,6.269597374606238,1.1389082011374063,4.5144526643623815,0.8301705500840741,2.0,4.678131826936635
129,0.022727272727272728,0.024793388429752067,0.2024889925988825,0.16356387941261577,2628.0,10490.0,2632.0,10494.0,2629.0,10491.363636363636,0.17010955993225252,-1.0687627721592017,0.4012921420339177,0.16388869433927222,0.1386750490563073,1.2379811076018317,0.9166666666666666,2.0,28.76440385457574
130,20.039256198347108,35.33471074380165,10.668351535504392,5.609045657598395,2637.0,6073.0,2812.0,6252.0,2719.0533044643776,6174.099804103515,5.051215045789949,0.9345667341991926,35.6534894129153,9.532892166486057,2.1021171590293806,1.9019904965566319,0.5671266518535845,2.0,36.45327045706165
131,0.012396694214876033,0.012396694214876033,0.22043914534182762,0.061222389671653964,2748.0,3189.0,2751.0,3193.0,2749.0,3190.5,0.12563423617139471,0.8780721383952957,0.29155516192604974,0.16388869433927222,0.07564093584889489,3.6006295494847564,1.0,2.0,39.69017236192243
132,0.7871900826446281,0.8801652892561983,1.5475175647728974,0.682395112307594,2754.0,3180.0,2782.0,3203.0,2766.5433070866143,3191.482939632546,1.0011401212849684,0.5480757782979909,3.936271806656667,1.4749982490534501,0.5336888251560916,2.267773518394346,0.8943661971830986,2.0,58.59757105017732
133,0.010330578512396695,0.010330578512396695,0.14083575804390605,0.08131156281817417,2832.0,10345.0,2835.0,10347.0,2832.8,10345.6,0.11468784191000729,0.3217505543966422,0.2366866718721158,0.10163945352271772,0.10163945352271771,1.732050807568877,1.0,2.0,71.56505117707799
134,2.981404958677686,3.2541322314049586,3.4543462753877616,1.1833817349741393,2873.0,6201.0,2940.0,6243.0,2911.19404019404,6219.530145530145,1.9483435765434016,0.4827228921850972,8.57965039449988,3.3746747624128335,0.8834643835561901,2.919046469365399,0.9161904761904762,2.0,62.34201560344526
135,0.010330578512396695,0.012396694214876033,0.21560752350878534,0.06132968034081133,2906.0,947.0,2910.0,949.0,2907.2,947.2,0.11468784191000729,-0.19025318855618242,0.19123212641757037,0.14373989364401726,0.07186994682200862,3.5155494421403515,0.8333333333333334,2.0,79.09929525682409
136,1.0289256198347108,1.4008264462809918,4.496559930171929,0.3637058848620459,2925.0,949.0,3013.0,968.0,2972.29718875502,958.281124497992,1.1445823639060198,0.17683216612142144,9.687495076410357,4.029334584032783,0.2553586946867302,12.36317617428016,0.7345132743362831,2.0,79.86826319908629
137,1.2685950413223142,1.4256198347107438,2.399519533678771,0.7122472676448206,2955.0,5531.0,2981.0,5578.0,2966.612377850163,5553.133550488599,1.2709151713889122,-1.1261404164721942,5.582326508274686,2.29849034177646,0.5519253304070187,3.3689417182507886,0.8898550724637682,2.0,25.476906997038455
138,0.06198347107438017,0.09090909090909091,0.41969163360672357,0.24457826690062962,2990.0,5396.0,2998.0,5403.0,2993.133333333333,5398.333333333333,0.2809266923805015,0.4549319683592717,1.0408861334823485,0.36646626128629767,0.16913827443982973,1.7159808961163392,0.6818181818181818,2.0,63.934318247434625
139,0.03305785123966942,0.0371900826446281,0.25512113381612517,0.1814512902041162,2990.0,5403.0,2996.0,5408.0,2992.5,5404.6875,0.20515984856282046,0.4941807972201255,0.6223812797920508,0.23177361425421747,0.14262991646413387,1.4060034157328785,0.8888888888888888,2.0,61.68552600287644
140,0.030991735537190084,0.05371900826446281,0.45472544077873206,0.1286426216518681,2991.0,5376.0,2995.0,5385.0,2992.4,5380.133333333333,0.19864516919855985,-1.5383342745814794,0.628564869306645,0.36646626128629767,0.08456913721991487,3.534796126973433,0.5769230769230769,2.0,1.8599385861621158
141,0.26239669421487605,0.384297520661157,1.449751942633651,0.31388659791400636,2993.0,5364.0,3001.0,5394.0,2997.1732283464567,5376.181102362205,0.5780085185204111,1.5391984428098784,3.393770495631921,1.3252163397375682,0.19800291193726022,4.618712465802158,0.6827956989247312,2.0,1.8104253938855521
142,0.014462809917355372,0.02066115702479339,0.1873013649591683,0.1374416265488099,2996.0,5444.0,3000.0,5447.0,2997.285714285714,5445.0,0.13570048457822378,0.0,0.28214121732666125,0.14373989364401726,0.10061792555081206,1.362770287738494,0.7,2.0,90.0
143,18.18801652892562,50.00413223140496,27.675237011603052,2.0284239146931973,3014.0,844.0,3571.0,989.0,3312.537998409633,928.1725548108599,4.812244994275008,-0.2573183419025097,60.968211301744894,25.873979398564792,0.7029462398789146,13.643714615634957,0.36373027022560117,1.0,75.25674501768188
144,0.34710743801652894,0.42768595041322316,1.2093436425968649,0.41789512994955463,3015.0,5496.0,3040.0,5507.0,3027.5416666666665,5500.684523809524,0.664793890130132,-0.07704909373707282,2.986294764083409,1.099398783858893,0.31572477895434886,2.893892644173308,0.8115942028985507,2.0,85.58541211355787
145,0.01859504132231405,0.022727272727272728,0.19190365068565934,0.1453487493169399,3045.0,5499.0,3049.0,5503.0,3046.5555555555557,5500.222222222223,0.15386988642211535,-0.7070972249064407,0.37466548577814934,0.16388869433927222,0.11346140377334234,1.320297915100764,0.8181818181818182,2.0,49.48631330744819
146,41.45661157024794,71.72727272727273,13.21538756073434,6.236925795051138,3096.0,4703.0,3401.0,4899.0,3192.0447047096936,4775.17901819088,7.265273376960082,-0.46848522423760663,42.22852384905541,14.254548353431987,2.9083076181972936,2.1188944674025874,0.5779755732227215,2.0,63.157773886945165
147,0.4318181818181818,0.4896694214876033,1.31234397371463,0.43753475876942666,3156.0,6331.0,3181.0,6350.0,3167.971291866029,6339.985645933014,0.7414903810748644,-0.5853972480650843,3.201200312326948,1.2864519725531733,0.3356659953353473,2.999405069909458,0.8818565400843882,2.0,56.459208347297775
148,0.6239669421487604,0.7355371900826446,2.4842714950630773,0.34019315642015163,3226.0,6232.0,3263.0,6272.0,3242.9933774834435,6251.304635761589,0.8913245118088469,-0.8557448509587975,5.264421810747862,2.3819222739225276,0.2619594052165344,7.302532247282795,0.8483146067415731,2.0,40.969431700009245
149,0.36363636363636365,0.41735537190082644,0.8833032157061798,0.547662787278706,3282.0,1644.0,3301.0,1660.0,3290.5738636363635,1651.3863636363637,0.6804382397290101,0.5386475755432243,2.569405087935509,0.9147550817044595,0.3975231959999626,1.6128596578475691,0.8712871287128713,2.0,59.13776727641907
150,6.615702479338843,12.340909090909092,16.38625265186156,0.999294397648206,3381.0,9869.0,3651.0,9993.0,3511.5915053091817,9937.084946908182,2.9023049482948333,-0.41799413402019475,30.210202654779053,13.333763767156936,0.4961616685931029,16.39782299433066,0.5360790222668675,2.0,66.05070025941714
151,34.50413223140496,246.61157024793388,40.498686354138265,8.13393599107897,3424.0,4621.0,3935.0,5204.0,3684.9625748502995,4941.169041916168,6.628123838145746,0.9473318008709756,97.48995303665633,30.5436281921532,1.1296671113967145,4.978977754257702,0.13991286863270777,1.0,35.721886011565374
152,1.5557851239669422,1.7706611570247934,2.152257450329739,1.0543196312225307,3442.0,5920.0,3478.0,5963.0,3459.116865869854,5937.150066401063,1.4074399251639156,-0.9015253901305152,6.088787218444275,2.2314432197515597,0.6972102674161511,2.0413709340061326,0.8786464410735123,2.0,38.34640002163648
153,0.04132231404958678,0.045454545454545456,0.31328058431141104,0.16575617697161305,3460.0,1720.0,3467.0,1724.0,3463.2,1721.4,0.22937568382001458,0.22763980174425674,0.6850485369029762,0.2764892059226463,0.1494536248230521,1.8900085054752598,0.9090909090909091,2.0,76.95720011085929
154,30.638429752066116,96.83884297520662,28.078129908931547,4.518639922286529,3522.0,6869.0,3915.0,7256.0,3731.73855283566,7008.8778744352285,6.245803419010314,0.7951047121456206,74.2959497036888,24.04240399965537,1.2743496762014852,6.213845403004232,0.3163857478131,1.0,44.44385572309173
155,165.3801652892562,2095.5847107438017,143.16012049980696,32.42104376770904,3525.0,9238.0,5531.0,11140.0,4713.296949177952,9834.92745240118,14.51098088900673,-0.7217651898285974,411.3769395547111,118.62624477919388,1.3941279655028127,4.415654274597806,0.07891838704556906,1.0,48.64590082336267
156,22.204545454545453,23.287190082644628,12.171201289792629,2.6748866264904403,3531.0,11384.0,3702.0,11621.0,3611.460314506374,11482.878198567041,5.3171143814663875,1.0099893673267766,29.162626236859694,11.995178094578721,1.8511226160602738,4.55017463890114,0.9535090054121196,2.0,32.1318718990875
157,0.518595041322314,0.6115702479338843,1.5047651774666166,0.471906426451165,3552.0,1718.0,3585.0,1731.0,3566.988047808765,1724.5418326693227,0.8125858196616135,0.17863803597861308,3.7810802810942534,1.4798927814636096,0.3504274416484585,3.1886939721986103,0.847972972972973,2.0,79.76479447791932
